id|effective|name|location|employees
9728b822-5ab7-4a0c-9ec8-ce8db55062c3|11/4/12|ALBERSTONS STORE NO: 6366|GLENDALE|54
e83ccf34-4beb-48a1-883b-b489295640bc|11/4/12|ALBERSTONS STORE NO: 6545|NORCO|55
5c1b7f4b-b930-4326-a42d-f6ad2522c901|1/9/12|ALBERTSON'S, INC.|FULLERTON|3
2b3e2632-1bf3-4ac4-b0d7-b937c6e7c961|1/9/12|ALBERTSON'S, INC.|LA HABRA|2
b233bbb6-33da-42de-aec2-990413ab8293|1/9/12|ALBERTSON'S, INC.|MURRIETA|5
d3229c63-fa7a-4da0-b485-5e26ba298193|1/9/12|ALBERTSON'S, INC.|PALMDALE|3
1c796775-c8a9-4b20-b947-29d5c47673e1|1/9/12|ALBERTSON'S, INC.|RANCHO CUCAMONGA|5
45a4a647-223a-45f6-901a-cb563f99f21c|1/9/12|ALBERTSON'S, INC.|RIDGECREST|6
787ad9d8-6306-4787-aa37-054dea0e75aa|1/9/12|ALBERTSON'S, INC.|TEHACHAPI|6
e53bbb43-9ef1-410d-9033-63f65ce813fb|11/4/12|ALBERTSONS STORE NO: 6134|GARDEN GROVE|61
533d2f33-ac28-44a7-8c58-8811d3c357b3|11/4/12|ALBERTSONS STORE NO: 6389|VAN NUYS|69
a0dee0ec-ca25-4180-82fa-38081b310235|11/4/12|ALBERTSONS STORE NO: 6530|VICTORVILLE|62
821f3d4c-0cf7-4c13-8c30-139a995d3ea1|11/4/12|ALBERTSONS STORE NO: 6535|MORENO VALLEY|57
ba5f6875-11bb-4e99-b1bc-a83ffd7595cb|11/4/12|ALBERTSONS STORE NO: 6537|ROWLAND HEIGHTS|61
7e863470-92db-400a-904e-956a2b35aacd|11/4/12|ALBERTSONS STORE NO: 6548|ONTARIO|52
4034d4bc-1046-49d8-a38a-420933447634|11/4/12|ALBERTSONS STORE NO: 6588|WALNUT|55
8f3faa5c-64e1-48e4-9c0a-02594a1a5235|11/4/12|ALBERTSONS STORE NO: 6597|COVINA|61
ed89a5b7-9c1d-4d6b-8061-b78b27634caf|11/4/12|ALBERTSONS STORE NO:6576|RIVERSIDE|59
6c51b143-a0b4-440e-9e19-c5c16bbf0d55|11/4/12|ALBERTSONS STORE NO:6580|HACIENDA HEIGHTS|57
3017f803-1e2f-4a89-9b8b-3ba10b160edc|2/17/12|ALEXZA PHARMACEUTICALS|MOUNTAIN VIEW|27
9b95191f-ffc4-423f-8807-6bf917f64685|5/2/12|ALVIN SOUZA DAIRY|TULARE|190
27f56603-a36f-4544-aaa8-5e72a81a67d5|11/16/12|AMERICAN AIRLINES|COSTA MESA|43
6e6d297c-0c02-447f-9a63-bc14a7188b87|8/24/12|AMERICAN AIRLINES|LOS ANGELES|1
166aa26d-5d6a-4387-aac1-f2f1be7cefcd|9/21/12|AMERICAN AIRLINES|LOS ANGELES|14
5c9ef3c2-dceb-4cc5-b871-6cf7d6b8758b|11/16/12|AMERICAN AIRLINES|LOS ANGELES|706
fda2b679-9380-41ad-bac1-59c0f83d2651|11/16/12|AMERICAN AIRLINES|ONTARIO|2
0dd9e743-1b1d-4c25-aa81-75bdf6293bbc|11/16/12|AMERICAN AIRLINES|SAN DIEGO|80
f2b28474-87bb-4247-85ed-d96f6a21287a|9/21/12|AMERICAN AIRLINES|SAN FRANCISCO|8
5722e89b-b0a8-47b2-9baf-4c3e60f5fc07|11/16/12|AMERICAN AIRLINES|SAN FRANCISCO|224
65a95c07-4144-4bec-95c5-79f873747a1a|11/16/12|AMERICAN AIRLINES|SAN JOSE|42
35e46c16-946c-4926-a22c-f0896bf17c00|11/15/12|AMERICAN EAGLE (LAX)|LOS ANGELES|269
0bf0b3be-e016-4c14-a80b-9b99ca4696b4|4/1/12|AMERICAN MEDICAL RESPONSE WEST|CONCORD|139
4849950b-17d7-41c5-8377-840cb933b255|4/1/12|AMERICAN MEDICAL RESPONSE WEST|SACRAMENTO|10
49491ecd-4ee5-48cf-842a-ad8917255ede|4/1/12|AMERICAN MEDICAL RESPONSE WEST|SAN JOSE|189
d00210ae-ef17-4214-9e65-bbf2141e2437|4/1/12|AMERICAN MEDICAL RESPONSE WEST|SAN RAFAEL|55
756c1f5b-45b2-4996-b3db-5331abbbef90|6/26/12|AMERICAN STORES COMPANY LLC|SAN DIEGO|61
397c2180-49c7-45cf-b8cc-fa8e3cabf533|11/24/12|AMERON INTERNATIONAL WIND TOWERS DIVISION|FONTANA|180
63648252-0e31-4d78-9925-0bd5faf6b27a|6/30/12|AMONIX, INC.|SEAL BEACH|76
52d27f55-6de5-4869-a684-6575c86a4094|12/1/12|AMPCO SYSTEMS PARKING/PPM,LLC (OAKLAND AIRPORT PKG)|OAKLAND AIRPORT|56
4794e04d-bc0c-40c4-a150-663317eb8acc|5/25/12|AMTRAK/PENINSULA CORRIDOR JOINT POWERS BOARD (JPB)|MENLO PARK|58
c30283ca-60fd-4f62-bac2-27441cc629bc|5/25/12|AMTRAK/PENINSULA CORRIDOR JOINT POWERS BOARD (JPB)|SAN FRANCISCO|80
c77c3605-83a5-4045-91a3-b23e479ca1be|5/25/12|AMTRAK/PENINSULA CORRIDOR JOINT POWERS BOARD (JPB)|SAN JOSE|266
117a2e0d-8bf1-49d8-982c-d01a012b6e8b|1/18/12|AMYLIN PHARMACEUTICALS LLC|SAN DIEGO|67
d0ad3183-3d88-4c17-91fd-89b766773882|12/13/12|AMYLIN PHARMACEUTICALS LLC|SAN DIEGO|51
5f69268b-b3f9-4a1c-8ac3-6c95cec35794|5/20/12|APPLIED MATERIALS|SANTA CLARA|2
b128d1e8-b09a-40b4-bcad-7896539ebc3e|5/20/12|APPLIED MATERIALS|SANTA CLARA|1
48af28ed-0df8-4458-8d18-ddd885ab36d8|5/20/12|APPLIED MATERIALS|SANTA CLARA|3
cb2d1495-6168-448b-ab12-7e7bee42430e|2/4/12|APPLIED MATERIALS, INC|SANTA CLARA|2
dca64914-f2fa-49b0-9ce7-251ad4c3cd8b|11/26/12|APPLIED MATERIALS, INC|SANTA CLARA|6
ac04232a-8c42-4e3c-9340-167edb0539b5|2/4/12|APPLIED MATERIALS, INC.|SANTA CLARA|10
a3a98d73-fe72-4bf3-a297-fe61c9aadf98|4/15/12|APPLIED MATERIALS, INC.|SANTA CLARA|21
52cd871b-ecc3-4b37-8555-9ec84d8c8af5|4/15/12|APPLIED MATERIALS, INC.|SANTA CLARA|8
94469171-9416-4ef9-af96-aa7214f249be|7/23/12|APPLIED MATERIALS, INC.|SANTA CLARA|29
7c3442bf-6c17-44b1-8d6c-621f572df33b|8/30/12|APPLIED MATERIALS, INC.|SANTA CLARA|9
54224e50-8a69-404c-8dc3-d4897cee9001|9/16/12|APPLIED MATERIALS, INC.|SANTA CLARA|11
2c77afc7-5b51-43e6-9550-840a27426131|11/4/12|APPLIED MATERIALS, INC.|SANTA CLARA|11
b8d32d1d-17f8-4031-98a5-c4e0c0dfe7fc|2/4/12|APPLIED MATERIALS, INC.|SUNNYVALE|3
b1ac79f6-b5e3-48bc-865c-d6cfd94394a1|4/15/12|APPLIED MATERIALS, INC.|SUNNYVALE|1
b7796c01-344a-4811-b682-86f0d9c3aaf9|7/23/12|APPLIED MATERIALS, INC.|SUNNYVALE|1
bda51759-b58f-43e6-b037-4573f8a5a4fd|8/30/12|APPLIED MATERIALS, INC.|SUNNYVALE|1
4d2df14e-091f-4e58-9338-49a831141979|9/16/12|APPLIED MATERIALS, INC.|SUNNYVALE|6
3317583b-78de-4b10-86c2-3be31c624049|8/4/12|AREVA SOLAR INC.|MOUNTAIN VIEW|1
ca63c916-5554-420b-8383-a380c2a4a6c8|8/17/12|ASSISTANCE LEAGUE OF SOUTHERN CALIFORNIA (ALSC)|HOLLYWOOD|27
52474506-0c2a-4f55-9ccc-a45e4f1e59a6|8/17/12|ASSISTANCE LEAGUE OF SOUTHERN CALIFORNIA (ALSC)|HOLLYWOOD|45
ac5a5916-e411-4993-9c5b-19fb071f1975|8/17/12|ASSISTANCE LEAGUE OF SOUTHERN CALIFORNIA (ALSC)|HOLLYWOOD|1
626c23fb-9ecf-4b17-8cc0-15a123b6340b|8/17/12|ASSISTANCE LEAGUE OF SOUTHERN CALIFORNIA (ALSC)|LOS ANGELES|1
137c8b64-ab8b-4d2c-b988-a19e4f2aac4c|8/17/12|ASSISTANCE LEAGUE OF SOUTHERN CALIFORNIA (ALSC)|LOS ANGELES|6
8986ba3f-38a2-4d25-8705-ef426599f8e2|8/17/12|ASSISTANCE LEAGUE OF SOUTHERN CALIFORNIA (ALSC)|LOS ANGELES|2
6d78513d-5bd9-456d-881c-c50f22feaef4|8/17/12|ASSISTANCE LEAGUE OF SOUTHERN CALIFORNIA (ALSC)|PANORAMA CITY|3
e5d52b15-d413-4244-a7f4-66a85cdbe20b|8/17/12|ASSISTANCE LEAGUE OF SOUTHERN CALIFORNIA (ALSC)|SAN FERNANDO|1
30242608-faf5-4bb7-a361-40f64d207d4d|7/7/12|AURORA BANK|LAKE FOREST|5
9498932e-738e-4521-8389-2686b333fa10|5/25/12|AURORA LOAN SERVICES, AURORA BANK FSB, CA|LAKE FOREST|103
33e2f727-0000-4122-9eaf-89b70711c046|11/5/12|AUTODESK, INC|SAN RAFAEL|70
cf989955-e178-4c2c-9cc4-06280f6a73c1|2/1/12|BAE SYSTEMS|SAN FRANCISCO|101
62d1cf37-1cba-4289-bace-7dca069e6698|5/30/12|BAE SYSTEMS|SAN FRANCISCO|126
6b4cfa7e-ed95-404f-afe9-31c03bdf2e08|7/23/12|BAE SYSTEMS|SAN FRANCISCO|152
8b9553b5-a291-4396-984f-9f7285456d72|8/20/12|BAE SYSTEMS|SAN FRANCISCO|3
84dd4c57-e1dd-4abc-86ee-fcc383155fa3|9/7/12|BAE SYSTEMS|SAN FRANCISCO|138
dae32fbb-82e5-4b95-8e4e-1cb597e7f9a2|9/16/12|BAE SYSTEMS|SAN FRANCISCO|95
63f48ef9-0a9f-47d1-a3b6-957f1ca34e4d|11/1/12|BAE SYSTEMS|SAN FRANCISCO|126
de122f6d-731a-4731-ad14-7b496b8b20eb|12/19/12|BAE SYSTEMS|SAN FRANCISCO|183
a40d49ad-1ccb-4ccc-adcc-4d029186cbd7|9/10/12|BAE SYSTEMS INFORMATION SOLUTIONS, INC.|SAN DIEGO|77
0a7c7b6b-afee-40d3-9192-fe28711b40e7|4/23/12|BALLY TOTAL FITNESS|NORWALK|71
a5592886-a2c1-4130-8b10-f06e991f005d|3/6/12|BANDAI NAMCO GAMES AMERICA INC.|SAN JOSE|37
358b55a5-ac89-4b05-846f-0e3a6cb4a89b|3/30/12|BANDAI NAMCO GAMES AMERICA INC.|SAN JOSE|8
f99e809e-4886-4b9e-bb1d-cb1bb591d7ed|9/28/12|BANK OF AMERICA|ANAHEIM|77
adf66059-330e-401d-8491-ccdbe4fa70ec|3/31/12|BANK OF AMERICA|LOS ANGELES|60
accc5ad0-18ba-4778-9d3d-ed65391155ee|5/31/12|BANK OF AMERICA|LOS ANGELES|100
4c41a6df-1290-41b4-90be-e704ad2b8d01|5/20/12|BANK OF AMERICA (CUSTOMER SERVICE CONTACT CENTER)|CONCORD|450
a9032c7c-7c3d-4764-afdf-bf3983490feb|12/31/12|BANK OF AMERICA (GLENDALE)|GLENDALE|281
1214d47d-1a96-4375-b501-42ccad34efa5|2/17/12|BECHTEL POWER CORP (IVANPAH SOLAR ENERGY PROJECT)|NIPTON|172
37dc33e6-de03-4c49-bca4-3a64c0c3f187|9/30/12|BEL AIR #508|ELK GROVE|63
e729d6ca-2749-4783-a50c-10499786d54f|10/19/12|BEL AIR MARKETS #526|WOODLAND|89
f582c7b6-2d8a-4d8d-831e-b82209136dd3|5/25/12|BERKELEY PATIENTS GROUP BPG|BERKELEY|69
eb0a062e-4ad1-4d25-b9dd-2096ebec6a07|6/15/12|BEST BUY|LOS ANGELES|64
125a8f42-20ed-4a80-b75f-d707335bfa0f|6/15/12|BEST BUY|MANTECA|61
e540998a-5f87-4a6b-948d-6ef4006a085c|6/15/12|BEST BUY|MORENO VALLEY|50
52a6e4af-cca5-44cf-85b8-666c09c8abe5|6/15/12|BEST BUY|ONTARIO|78
5a0b8191-efce-401f-a036-c1a2c5ed87cc|6/15/12|BEST BUY|PALO ALTO|61
68aa1f6a-f451-45e5-a0d6-5ba39e1f762e|6/15/12|BEST BUY|PITTSBURG|59
65d97d20-2813-4ea7-8a3a-073b417581b1|6/15/12|BEST BUY|TUSTIN|79
cf352555-ca26-4781-9bab-d998295540cc|12/22/12|BIGPOINT, INC|SAN FRANCISCO|47
9ed5a217-b86b-4bfb-ba12-e197e9a86cc7|12/29/12|BIMBO BAKERIES (EARTHGRAINS BAKING COMPANIES)|STOCKTON|125
804d74fb-2802-4c19-b331-b181e552c1c8|12/31/12|BIMBO BAKERIES USA,INC (MONTEBELLO,CA BAKERY)|MONTEBELLO|121
b6834e8b-f9ef-4371-b65a-16ade411a943|1/30/12|BLACKROCK, INC.|SAN FRANCISCO|60
14588f65-9254-46bc-a420-f6c026008aba|4/28/12|BLIZZARD ENTERTAINMENT, INC.|IRVINE|45
7a5cdd70-da3a-4098-9982-1e9e7d299eaa|4/28/12|BLIZZARD ENTERTAINMENT, INC.|IRVINE|155
c40a57ed-afcc-45ed-9766-0cdbf2da9f63|2/29/12|BLOOMFIELD BAKERS|LOS ALAMITOS|456
f57c7610-9b97-4cff-8d9d-70ede87bc856|2/15/12|BLUE COAT SYSTEMS INC|SUNNYVALE|81
a8d9e09e-2c39-4b10-a821-863e4cbb1e9c|11/16/12|BOEING (ANAHEIM RIF)|ANAHEIM|4
a51f5af1-8a4b-4c8d-9b8b-f191e1ff4e59|11/16/12|BOEING (EL SEGUNDO RIF)|EL SEGUNDO|18
fe546554-bf53-43ea-98ea-e34f3ee1ce1e|11/16/12|BOEING (HUNTINGTON BEACH RIF)|HUNTINGTON BEACH|31
92a9d905-56eb-4de8-bb6c-8cc106a82da7|11/16/12|BOEING (LONG BEACH RIF)|LONG BEACH|101
9d72ddb4-559e-4a91-b9f8-9c47abe2f266|4/20/12|BOEING COMPANY|ANAHEIM|16
5eeae6ca-5b5d-4e20-b2d6-b1d5a9e8f3e7|9/21/12|BOEING COMPANY|ANAHEIM|4
f38e19a6-8cc1-4cd2-9e7b-976be59d5986|4/20/12|BOEING COMPANY|EDWARDS AIR FORCE BA|1
98bd84c2-d3ab-4104-9ef5-9e27a2e4eb64|4/20/12|BOEING COMPANY|HUNTINGTON BEACH|36
3403f07f-7437-45e5-bed2-b931aa82e904|9/21/12|BOEING COMPANY|HUNTINGTON BEACH|27
ca82eb0a-d709-4a3f-b73f-da061244deed|4/20/12|BOEING COMPANY|LONG BEACH|71
f4ac2252-a42c-49e1-8c2c-b13f13ceb7f3|9/21/12|BOEING COMPANY|LONG BEACH|59
cb165377-3b04-4d05-985f-1c4e537759b9|9/21/12|BOEING COMPANY|SEAL BEACH|2
a4153d54-cef3-496c-9058-77e800642bfe|12/1/12|BORAL ROOFING, LLC|IONE|40
9a6ba123-3927-42f4-93fd-b87fe3388972|9/10/12|BT AMERICA'S INC.|EL SEGUNDO|60
2651a497-1c5d-47a6-bc12-f18ec88a74b2|4/30/12|BUONGIORNO U.S., INC.|LOS GATOS|23
491fc93f-4595-4b8d-b29f-874ee19e32ea|1/5/12|CAL VALLEY EQUIPMENT|BAKERSFIELD|22
4353eadb-f8bb-439e-89ef-2a90e1bbb53b|2/9/12|CALISOLAR INC.|SUNNYVALE|35
bc2fd022-493e-4a79-95d8-af8bd8f57751|2/15/12|CALISOLAR INC.|SUNNYVALE|1
94b3ec10-c72c-4d19-99a6-d63977b37153|1/29/12|CALLAWAY GOLF COMPANY|CARLSBAD|10
5ecfee63-740f-43fe-be9f-b6ab0b70e65f|9/8/12|CALLAWAY GOLF COMPANY|CARLSBAD|117
a7a68a93-252b-4a40-a3f1-9082dd0ab4cb|12/6/12|CAPITAL NURSERY CO.|CITRUS HEIGHTS|25
f31123ee-9e3d-4a48-bd35-44964c10490c|12/6/12|CAPITAL NURSERY CO.|ELK GROVE|35
86890a7c-c875-41a4-913b-c14e8712a6b2|9/1/12|CAPITAL ONE SERVICES|SALINAS|869
bc0f14f5-4484-4db2-9aa5-325c07d0a30e|7/6/12|CAPITOL ONE (ING DIRECT)|LOS ANGELES|235
5500a9c9-5ee4-4249-8e8e-6d9fe6744841|7/31/12|CARDIOVASCULAR CONSULTANTS MEDICAL GROUP, INC.|BRENTWOOD|11
0a93755c-9f19-4714-97fc-6d9480255e16|7/31/12|CARDIOVASCULAR CONSULTANTS MEDICAL GROUP, INC.|CASTRO VALLEY|10
2aee889c-aeb6-4dbe-a80f-a3aeb7813418|7/31/12|CARDIOVASCULAR CONSULTANTS MEDICAL GROUP, INC.|NEVADA CITY|1
6ad1e379-b639-4dfb-87d4-d078ddb43888|7/31/12|CARDIOVASCULAR CONSULTANTS MEDICAL GROUP, INC.|OAKLAND|27
f32b4179-95c5-4398-8ff0-5666365f59cc|7/31/12|CARDIOVASCULAR CONSULTANTS MEDICAL GROUP, INC.|SAN RAMON|12
6e18a03a-389a-4937-ae48-7399d3eee556|7/31/12|CARDIOVASCULAR CONSULTANTS MEDICAL GROUP,INC.|WALNUT CREEK|33
f30c9a90-6f87-4f93-b953-7e6277274e51|12/31/12|CAREWISE HEALTH (LANDACORP DIVISION OF SHPS)|CHICO|88
3f08298d-7d97-421a-b9dc-0707d04b9c61|11/16/12|CAREY LIMOUSINE S.F., INC|SOUTH SAN FRANCISCO|54
0addb61c-b797-4b28-b999-f722fb37f3ac|4/9/12|CARRIAGE INN AT RIDGECREST HOTEL, ATLAS HOTELS INC|RIDGECREST|62
b45bc084-c32c-4503-9619-7dd07c800d02|12/14/12|CATERPILLAR LOGISTICS INC (HAYWARD RDC)|HAYWARD|10
43025e88-45b4-4f56-a872-b029674c74a7|10/5/12|CBNB/MAGELLAN LLC|SANTA BARBARA|6
d30d7b81-f795-487c-8846-5f3c6cd431ae|12/31/12|CBNB/MAGELLAN, LLC|CARPINTERIA|23
d69a1a21-dfd7-47e5-966f-11978dcda302|3/9/12|CEDARS-SINAI MEDICAL CENTER|LOS ANGELES|127
36846bf6-1a69-4a7c-aac7-ffcc50f65071|8/7/12|CEDARS-SINAI MEDICAL CENTER|LOS ANGELES|59
0dc38077-6279-4013-87c0-d916ddf6aaf7|8/14/12|CEDARS-SINAI MEDICAL CENTER|LOS ANGELES|55
c025e20f-d91d-40c4-a5bf-77b8a13e9348|8/24/12|CEDARS-SINAI MEDICAL CENTER|LOS ANGELES|4
3380120d-90b5-4ebb-8276-291c555ec46a|4/28/12|CERTIFIED AD SERVICES|FRESNO|86
9a5b1fe0-8609-4d99-b4ff-e115e4c52e99|1/4/12|CIGNA, CT GENERAL LIFE INSURANCE COMPANY|SAN FRANCISCO|75
fe07bbf2-608a-4256-806f-0bcce429a91f|10/13/12|CINDERBITER STOP MOTION (SHADEMAKER PRODUCTIONS)|SAN FRANCISCO|190
b50f9741-a6f0-43ae-ba66-c763ac3968f1|9/21/12|CISCO SYSTEMS INC.|SAN JOSE|291
1b55acb7-bc33-46fa-be46-ec9aae74dba7|12/9/12|CITYGRID MEDIA|WEST HOLLYWOOD|80
c374652c-cd87-445d-b4f7-197d087eff9a|1/31/12|CLIPPER WINDPOWER, LLC|CARPINTERIA|68
58c3b0a4-0440-4505-9144-4e18f99d5183|10/30/12|CODEXIS, INC|REDWOOD CITY|133
98e56c61-91b4-42fd-afeb-76207cfdb11b|11/30/12|COMCAST|LIVERMORE|435
3e02cb7d-499f-42bd-a80c-9f098f7f1da3|11/30/12|COMCAST|MORGAN HILL|220
bc193ca5-bfe0-428a-969d-749eda405fd6|11/30/12|COMCAST|SACRAMENTO|410
0f91331f-29cc-49a1-a09f-1400a6cec1c7|7/27/12|COMCAST CAMPUS|LIVERMORE|105
fd78aa69-8e5f-4833-911f-0423c3af2e22|9/15/12|COMCAST MORGAN HILL CTR|MORGAN HILL|119
359ee1f1-6ff5-43fd-afca-30012995b26a|6/15/12|COMERICA BANK|REDONDO BEACH|74
a979f029-3de6-406f-833d-2af5968d7b92|1/30/12|CONMED LINVATEC CORP.|GOLETA|41
8d1eed59-f4e7-4f13-b484-706d0241f84a|10/11/12|CONMED LINVATEC CORP.|GOLETA|12
81afaa69-614e-4c80-9720-bbc2fb4bc660|5/4/12|CONSUMER RESOURCE NETWORK LLC|INGLEWOOD|258
71a2777b-8dc3-4579-ad96-3a130eb20c22|9/22/12|CONTINENTAL COMMERCIAL PRODUCTS, LLC|NORWALK|47
f153b1b1-704d-4ada-8d35-37115a03218d|5/4/12|CONTINENTAL MARITIME|SAN DIEGO|80
2009c4c8-d276-47bb-8fc4-d23c6ddb34f9|6/1/12|CONTINENTAL MARITIME|SAN DIEGO|38
eac9a1dc-9f7e-4792-b3cb-421b49c38ca7|2/3/12|COOPER LIGHTING, LLC|VAN NUYS|67
e1c0e1e2-845a-44ab-ac14-41805dae6eb8|1/16/12|CORELOGIC, INC.|SANTA ANA|5
06f2e841-0bac-48af-9fa0-ad416ac50154|2/6/12|CORELOGIC, INC.|SANTA ANA|3
de119c39-cedc-44d1-8397-c1e9d4ca3222|2/7/12|CORELOGIC, INC.|SANTA ANA|2
97e26362-4548-4c4f-aa4e-96b6fe305e60|4/10/12|CORELOGIC, INC.|SANTA ANA|2
681205a0-b412-4f7c-85d5-bb975381580c|5/14/12|CORELOGIC, INC.|SANTA ANA|2
9fd1db44-4546-4c9d-919a-d1e5cdc0c931|1/2/12|CORELOGICS|SANTA ANA|59
2f0b80c4-aab8-491b-93bb-f34484db3270|1/9/12|CORELOGICS|SANTA ANA|3
f8f1ba24-08f1-4ff9-b8dd-f2da78ce06b3|12/20/12|CORIX UTILITIES (US) INC|GARDEN GROVE|33
0ba86886-457c-4e45-b134-e93e05b20e7d|1/31/12|CORIX UTILITIES (US) INC|VISALIA|2
aaa66b55-f8a6-4c9f-b1e6-44487deea516|12/20/12|CORIX UTILITIES (US) INC|VISALIA|45
e19e9c86-dca9-4333-9e4b-dd90299ad193|12/20/12|CORIX UTILITIES (US)INC|ONTARIO|1
5cb1ecb9-9d63-4e6a-82df-d47c5b373937|5/9/12|CRAFTWORKS-GORDON BIERSCH RESTAURANT & BREWERY|SAN FRANCISCO|92
a09946b2-18cf-44a8-9826-ea403ec88154|12/9/12|CRICKET COMMUNICATIONS, INC|FRESNO|1
f351ce02-f22c-485a-8930-58ee039f3974|12/9/12|CRICKET COMMUNICATIONS, INC|LOS ANGELES|15
55adb270-a23e-465b-8b18-0efde40815c3|12/9/12|CRICKET COMMUNICATIONS, INC|SAN DIEGO|49
6852d09c-2d47-4fdc-a3a5-7e62f20fae0e|9/21/12|CROTHALL HEALTHCARE|TARZANA|76
ae9fe9f5-7403-4506-87c0-8ed473d95fae|5/31/12|CSC APPLIED TECHN0LOGY DIVISION|EDWARDS AIR FORCE BA|5
224e14e3-cda1-4286-b978-d741c45f3345|10/31/12|CURESEARCH FOR CHILDREN'S CANCER|ARCADIA|85
0ee4d902-4b39-4c99-bdf0-1cca2c50bace|3/10/12|CVS PHARMACY STORE #3023|OAKLAND|67
3abb35ff-12c2-4cc4-8a80-b0976b672463|8/14/12|CVS/PHARMACY DIST CTR/LONGS DRUG STORE CALIFORNIA|PATTERSON|103
b189e2e9-2542-4853-b3bf-c29c97daeb89|6/1/12|CYBERDEFENDER|LOS ANGELES|307
acfbc62d-5e6c-4888-b28b-3af5f842188d|8/24/12|D&W FINE PACK|FOWLER|16
7e06fbc9-189e-493f-98dd-4d7ae1f0c4c8|3/10/12|DAWN FOOD PRODUCTS, INC.|MODESTO|265
4c25b04c-899e-4f35-8e59-51e49875fe01|9/1/12|DEL MONTE FOODS|KINGSBURG|1089
458c5343-e9eb-4ef6-9119-03c79155af74|12/21/12|DELUXE LABORATORIES|LOS ANGELES|55
857651e1-5e47-43dd-8dad-57bb4300338f|7/31/12|DESERT CARDIOLOGY CONSULTANTS' MEDICAL GROUP, INC.|RANCHO MIRAGE|84
f678ebce-8bd9-4ae9-8334-2ecb335472e5|1/21/12|DESTINATION LA JOLLA HOTEL, INC. ESTANCIA LA JOLLA|LA JOLLA|295
4822ff6b-84e9-43da-af39-cde5a256b29f|4/30/12|DISNEY CONSUMER PRODUCTS, INC.|GLENDALE|64
9235f2e8-9d5c-4343-9d37-e770da850e19|11/5/12|DISNEY INTERACTIVE|NORTH HOLLYWOOD|99
e720300a-e7b0-42a7-8341-e3f201c7827a|11/26/12|DIVERSIFIED MAILING, INC DBA WORLD MRKTING, INC|LA MIRADA|78
02bcecdc-9763-4997-b251-338233d1c12b|8/31/12|DURHAM SCHOOL SERVICES|VAN NUYS|69
f258f1b6-20e9-4f97-af8b-cc7c1aac80dd|11/16/12|EBAY INC.(SAN JOSE NORTH FACILITY)|SAN JOSE|140
